Hoy,Azimuth,Altitude,Hor_Angle,Ver_Angle,I_direct,I_diffuse,sky_cover
6275,135.594545,61.729944,69.378956,68.983879,40.0,481.0,0.9
6276,168.048581,68.46009,85.32712,68.885453,297.0,405.0,0.9
6277,207.535353,66.47305,78.620107,68.890616,189.0,475.0,0.9
6278,233.244182,57.326039,62.803975,69.003907,107.0,218.0,0.9
6279,247.577166,45.227301,47.476406,69.272117,60.0,325.0,0.9
6280,256.746742,32.033107,32.732626,69.87639,104.0,279.0,0.9
6281,263.628106,18.398491,18.505077,71.548552,37.0,154.0,0.9
6282,269.562506,4.690439,4.690564,84.68316,28.0,65.0,0.9
6295,93.100097,10.399482,10.414373,73.58101,3.0,22.0,0.9
6296,99.364618,24.113267,24.401217,70.022186,42.0,74.0,0.9
6297,107.065638,37.579673,38.833475,69.125456,61.0,160.0,0.9
6298,118.013082,50.378609,53.836737,68.751781,55.0,306.0,0.9
6299,136.262035,61.489891,69.417028,68.572179,164.0,237.0,0.9
6300,168.481495,68.095822,85.409617,68.496348,76.0,333.0,0.9
6301,207.325037,66.08419,78.493578,68.496262,44.0,281.0,0.9
6302,232.82678,56.998705,62.639271,68.574508,6.0,399.0,1.0
6303,247.174414,44.948875,47.282584,68.762857,179.0,267.0,1.0
6304,256.382086,31.783068,32.519174,69.19396,4.0,187.0,1.0
6305,263.290286,18.16338,18.280348,70.397447,121.0,118.0,0.9
6306,269.237104,4.466573,4.466939,80.326994,37.0,55.0,0.9
6319,93.498988,10.331637,10.350492,71.490519,1.0,19.0,0.9
6320,99.79209,24.033885,24.348202,69.123941,4.0,75.0,1.0
6321,107.550177,37.474856,38.801226,68.528641,10.0,166.0,1.0
6322,118.588334,50.224815,53.835241,68.281054,50.0,158.0,1.0
6323,136.919508,61.246128,69.454971,68.160436,2.0,326.0,1.0
6324,168.900564,67.729962,85.492259,68.106856,20.0,438.0,1.0
6325,207.120102,65.694728,78.366605,68.101211,14.0,223.0,1.0
6326,232.415784,56.66986,62.473954,68.14394,18.0,475.0,1.0
6327,246.774847,44.669004,47.088159,68.251586,119.0,216.0,1.0
6328,256.018807,31.53201,32.305245,68.507145,67.0,212.0,1.0
6329,262.952847,17.92774,18.055359,69.232493,58.0,106.0,0.9
6330,268.911396,4.243139,4.243898,75.636437,25.0,104.0,0.9
6343,93.897959,10.262901,10.286187,69.421368,24.0,21.0,0.9
6344,100.219283,23.952895,24.294626,68.229864,83.0,115.0,0.9
6345,108.033591,37.367622,38.768514,67.933275,205.0,195.0,0.9
6346,119.160053,50.067733,53.833329,67.810884,311.0,279.0,0.9
6347,137.566789,60.99875,69.492753,67.748709,555.0,254.0,0.9
6348,169.30612,67.362641,85.575058,67.717011,355.0,171.0,0.9
6349,206.920197,65.304796,78.239314,67.705541,195.0,363.0,0.9
6350,232.011043,56.339667,62.308215,67.712357,268.0,386.0,0.9
6351,246.378464,44.387836,46.893309,67.738348,347.0,230.0,0.9
6352,255.656937,31.280069,32.09099,67.816421,117.0,288.0,0.9
6353,262.615827,17.691698,17.830321,68.054894,232.0,114.0,0.9
6354,268.585423,4.020278,4.021528,70.646275,46.0,79.0,0.9
6367,94.296884,10.193227,10.221333,67.378664,3.0,21.0,1.0
6368,100.646051,23.870255,24.240532,67.340606,33.0,73.0,0.9
6369,108.515695,37.257946,38.735127,67.339558,65.0,135.0,0.9
6370,119.727997,49.907375,53.830898,67.34126,38.0,373.0,0.9
6371,138.203718,60.747851,69.530321,67.337147,183.0,202.0,0.9
6372,169.698483,66.99399,85.657853,67.327046,149.0,390.0,0.9
6373,206.724985,64.914525,78.111683,67.309341,95.0,426.0,0.9
6374,231.612404,56.008288,62.142028,67.279746,10.0,422.0,1.0
6375,245.985257,44.105519,46.698049,67.223364,140.0,296.0,1.0
6376,255.296505,31.027378,31.876513,67.121959,14.0,194.0,1.0
6377,262.279267,17.455384,17.605244,66.865596,8.0,98.0,1.0
6378,268.259225,3.798147,3.799917,65.412125,2.0,58.0,1.0
6391,94.695637,10.122572,10.155977,65.367377,0.0,22.0,0.9
6392,101.07225,23.785927,24.185779,66.456402,0.0,98.0,0.9
6393,108.996305,37.145807,38.701141,66.74762,160.0,238.0,0.9
6394,120.29193,49.743759,53.827982,66.872386,58.0,414.0,0.9
6395,138.830151,60.493534,69.567484,66.925817,249.0,392.0,0.9
6396,170.077962,66.62414,85.740589,66.936973,9.0,326.0,0.9
6397,206.534146,64.524047,77.98396,66.912692,75.0,464.0,0.9
6398,231.219713,55.675884,61.975563,66.846346,18.0,201.0,1.0
6399,245.595215,43.8222,46.502564,66.706873,38.0,354.0,1.0
6400,254.93754,30.774074,31.661898,66.42409,54.0,190.0,1.0
6401,261.943202,17.218928,17.380303,65.665758,38.0,138.0,0.9
6402,267.932843,3.576912,3.579217,60.012902,0.0,63.0,0.9
6415,95.094094,10.050891,10.089939,63.390974,1.0,21.0,1.0
6416,101.497734,23.699872,24.130304,65.577872,60.0,80.0,1.0
6417,109.475238,37.031183,38.666473,66.157715,37.0,146.0,1.0
6418,120.851618,49.576906,53.824392,66.404408,101.0,235.0,1.0
6419,139.445955,60.235901,69.60423,66.514801,219.0,426.0,0.9
6420,170.444857,66.253222,85.823157,66.546898,159.0,382.0,0.9
6421,206.347374,64.133492,77.856066,66.51579,44.0,451.0,0.9
6422,230.832816,55.342615,61.808903,66.412207,2.0,239.0,1.0
6423,245.208323,43.538028,46.306869,66.188921,31.0,184.0,1.0
6424,254.580066,30.520294,31.447289,65.723279,60.0,220.0,1.0
6425,261.607671,16.982462,17.155544,64.456634,26.0,212.0,0.9
6426,267.606316,3.356753,3.359685,54.546365,8.0,54.0,0.9
6439,95.492126,9.978142,10.023199,61.453546,28.0,22.0,0.4
6440,101.922357,23.612056,24.074026,64.705301,366.0,86.0,0.3
6441,109.952311,36.914059,38.630901,65.569904,406.0,147.0,0.2
6442,121.406832,49.406841,53.820074,65.937372,562.0,225.0,0.4
6443,140.051013,59.975059,69.640479,66.10422,280.0,286.0,0.6
6444,170.799452,65.881365,85.905447,66.156874,151.0,306.0,0.8
6445,206.164378,63.742989,77.728251,66.118612,317.0,388.0,0.8
6446,230.451559,55.008643,61.642167,65.977457,55.0,402.0,0.9
6447,244.824566,43.253152,46.111108,65.669658,67.0,283.0,0.9
6448,254.224109,30.266174,31.232752,65.019654,204.0,354.0,0.9
6449,261.272709,16.746117,16.93109,63.239374,78.0,185.0,0.9
6450,267.279686,3.137863,3.141413,49.116395,14.0,53.0,0.9
6463,95.889606,9.904281,9.955803,59.558029,5.0,20.0,0.9
6464,102.345972,23.522444,24.016903,63.839134,96.0,127.0,0.9
6465,110.42734,36.79442,38.59459,64.984452,25.0,130.0,0.9
6466,121.957348,49.233594,53.814974,65.471445,385.0,263.0,0.9
6467,140.645222,59.71112,69.676118,65.69416,156.0,358.0,0.9
6468,171.142027,65.508701,85.987411,65.767009,160.0,438.0,0.9
6469,205.98488,63.352668,77.60056,65.721301,163.0,371.0,0.9
6470,230.075787,54.674126,61.47544,65.542264,217.0,457.0,0.9
6471,244.443923,42.967722,45.915428,65.149379,192.0,338.0,0.9
6472,253.86969,30.011854,31.018383,64.313664,289.0,256.0,0.9
6473,260.938352,16.510025,16.707116,62.015686,74.0,118.0,0.8
6474,266.952994,2.920442,2.924556,43.823243,31.0,67.0,0.8
6487,96.286407,9.829267,9.887568,57.707021,68.0,21.0,0.0
6488,102.768434,23.431004,23.958901,62.979727,442.0,76.0,0.0
6489,110.900145,36.672254,38.557243,64.401484,612.0,115.0,0.0
6490,122.502948,49.057199,53.808985,65.00673,706.0,144.0,0.1
6491,141.228488,59.444195,69.71107,65.284701,679.0,193.0,0.1
6492,171.472846,65.135359,86.068999,65.377462,680.0,204.0,0.2
6493,205.808616,62.962658,77.473065,65.323994,570.0,256.0,0.2
6494,229.705347,54.339224,61.308815,65.106675,748.0,183.0,0.2
6495,244.066371,42.681888,45.719888,64.628242,641.0,153.0,0.2
6496,253.516831,29.757472,30.804399,63.605682,684.0,130.0,0.1
6497,260.604635,16.274318,16.483637,60.786542,556.0,96.0,0.1
6498,266.62628,2.704701,2.709366,38.755723,248.0,51.0,0.0
6511,96.6824,9.753059,9.818466,55.902267,61.0,20.0,0.1
6512,103.189594,23.337705,23.899983,62.127641,386.0,73.0,0.1
6513,111.370542,36.547555,38.518932,63.821182,654.0,122.0,0.2
6514,123.043418,48.877692,53.80205,64.543328,575.0,155.0,0.2
6515,141.800732,59.174401,69.745219,64.875984,804.0,155.0,0.2
6516,171.792167,64.761469,86.149964,64.988263,816.0,164.0,0.2
6517,205.635334,62.573087,77.345902,64.926778,642.0,241.0,0.2
6518,229.340085,54.004095,61.142384,64.670859,319.0,253.0,0.3
6519,243.691888,42.395799,45.524594,64.106412,677.0,215.0,0.4
6520,253.16555,29.503166,30.590768,62.896004,695.0,128.0,0.3
6521,260.271593,16.039129,16.260867,59.553853,457.0,127.0,0.2
6522,266.299587,2.490863,2.496057,33.980675,207.0,53.0,0.2
6535,97.077458,9.675618,9.748492,54.145746,4.0,22.0,0.1
6536,103.609305,23.242519,23.839983,61.282837,168.0,108.0,0.1
6537,111.838353,36.420315,38.479486,63.243648,376.0,189.0,0.2
6538,123.578548,48.695117,53.794147,64.081364,512.0,252.0,0.1
6539,142.361887,58.901856,69.778502,64.468093,595.0,292.0,0.1
6540,172.100236,64.387159,86.230318,64.59952,545.0,353.0,0.0
6541,205.464794,62.184084,77.219119,64.529692,476.0,360.0,0.2
6542,228.979851,53.668897,60.976299,64.234925,225.0,423.0,0.4
6543,243.320446,42.109607,45.329696,63.584057,390.0,353.0,0.7
6544,252.815865,29.249077,30.377658,62.185068,368.0,250.0,0.5
6545,259.93926,15.804591,16.038782,58.318752,192.0,143.0,0.4
6546,265.972957,2.279153,2.284774,29.541172,28.0,59.0,0.3
6559,97.47145,9.596905,9.677504,52.437952,10.0,20.0,0.5
6560,104.02742,23.14542,23.778889,60.445817,58.0,100.0,0.6
6561,112.303398,36.290535,38.43894,62.669131,42.0,300.0,0.8
6562,124.108136,48.509518,53.785032,63.620905,332.0,318.0,0.8
6563,142.911895,58.626679,69.810856,64.061056,164.0,265.0,0.9
6564,172.397293,64.01256,86.309941,64.211285,161.0,482.0,0.9
6565,205.296766,61.795776,77.09293,64.132956,199.0,345.0,0.9
6566,228.624494,53.333786,60.810625,63.799075,110.0,228.0,0.9
6567,242.952018,41.823461,45.135258,63.06142,107.0,378.0,0.9
6568,252.467794,28.995343,30.165223,61.473333,88.0,321.0,0.9
6569,259.60767,15.570837,15.817656,57.083174,66.0,152.0,0.9
6570,265.646433,2.069808,2.075786,25.458859,29.0,49.0,0.9
6583,97.864248,9.516882,9.605554,50.779899,2.0,27.0,1.0
6584,104.443791,23.046382,23.716639,59.616836,29.0,78.0,0.9
6585,112.765498,36.158214,38.39716,62.097719,56.0,208.0,0.9
6586,124.631984,48.320944,53.774744,63.162103,100.0,214.0,0.9
6587,143.45071,58.348995,69.842143,63.65506,159.0,335.0,0.9
6588,172.683566,63.637801,86.388717,63.823692,214.0,306.0,0.9
6589,205.131032,61.408292,76.967311,63.736582,71.0,321.0,0.9
6590,228.273866,52.99892,60.645462,63.363308,98.0,430.0,0.9
6591,242.586573,41.537512,44.941391,62.538642,138.0,370.0,0.9
6592,252.121353,28.742106,29.953472,60.761069,26.0,204.0,0.9
6593,259.276858,15.338002,15.597449,55.848458,44.0,121.0,0.9
6594,265.320058,1.863065,1.869299,21.736327,8.0,66.0,0.9
6607,98.255721,9.435514,9.532488,49.171497,40.0,15.0,0.9
6608,104.858271,22.945384,23.653221,58.796234,44.0,90.0,0.9
6609,113.224477,36.023357,38.354056,61.529457,145.0,268.0,0.9
6610,125.1499,48.12945,53.763245,62.704989,62.0,272.0,0.9
6611,143.978297,58.068928,69.872237,63.250132,72.0,250.0,0.9
6612,172.959277,63.263009,86.466584,63.436874,72.0,180.0,0.9
6613,204.967383,61.021757,76.842497,63.340713,19.0,446.0,0.9
6614,227.927821,52.664452,60.48102,62.927915,111.0,435.0,0.9
6615,242.224083,41.25191,44.748249,62.015975,393.0,226.0,0.9
6616,251.776557,28.489504,29.742649,60.048755,97.0,218.0,0.9
6617,258.946858,15.106216,15.378324,54.616244,82.0,200.0,0.9
6618,264.993877,1.659168,1.665523,18.363189,24.0,37.0,0.9
6631,98.64574,9.352766,9.45836,47.613223,4.0,19.0,0.9
6632,105.270711,22.842406,23.588487,57.983872,15.0,149.0,0.9
6633,113.68016,35.885972,38.309615,60.964612,109.0,207.0,0.9
6634,125.661698,47.935092,53.750298,62.249708,73.0,350.0,0.9
6635,144.494627,57.786606,69.901152,62.84638,313.0,315.0,0.8
6636,173.224638,62.888314,86.543422,63.050859,237.0,326.0,0.8
6637,204.805623,60.6363,76.71848,62.945442,129.0,459.0,0.8
6638,227.586216,52.330539,60.317293,62.492957,52.0,334.0,0.9
6639,241.864515,40.966804,44.555946,61.493568,82.0,414.0,0.9
6640,251.433421,28.237678,29.532729,59.336726,30.0,145.0,0.9
6641,258.617703,14.875615,15.160414,53.388184,30.0,136.0,1.0
6642,264.667937,1.45836,1.464671,15.320646,5.0,38.0,1.0
6655,99.034175,9.268604,9.382966,46.103951,1.0,14.0,0.9
6656,105.680965,22.73743,23.522408,57.180319,4.0,57.0,1.0
6657,114.132373,35.746069,38.263708,60.403217,0.0,122.0,1.0
6658,126.167198,47.737932,53.735913,61.796408,8.0,141.0,1.0
6659,144.999684,57.502155,69.92864,62.443934,127.0,306.0,1.0
6660,173.479854,62.513844,86.619099,62.66578,1.0,350.0,1.0
6661,204.645562,60.252046,76.59547,62.550916,27.0,308.0,1.0
6662,227.24891,51.997332,60.154496,62.058558,4.0,157.0,1.0
6663,241.507838,40.682344,44.364552,60.971746,40.0,193.0,1.0
6664,251.09196,27.986768,29.323988,58.625662,113.0,240.0,1.0
6665,258.289429,14.64633,14.943884,52.165937,34.0,91.0,0.9
6666,264.342282,1.260888,1.267065,12.585484,15.0,43.0,0.9
6679,99.420895,9.182996,9.30635,44.643217,0.0,19.0,1.0
6680,106.088885,22.63044,23.454937,56.385561,13.0,114.0,0.9
6681,114.580945,35.603662,38.21632,59.845375,131.0,190.0,0.9
6682,126.666226,47.538034,53.720013,61.345145,39.0,246.0,0.9
6683,145.493459,57.215708,69.954773,62.042792,107.0,405.0,0.9
6684,173.725125,62.139728,86.693496,62.281745,100.0,485.0,0.9
6685,204.487021,59.869123,76.47348,62.157149,136.0,306.0,0.9
6686,226.915764,51.664987,59.99265,61.624868,32.0,408.0,0.9
6687,241.154018,40.39868,44.174141,60.450566,52.0,312.0,0.9
6688,250.752186,27.736913,29.116353,57.915675,58.0,210.0,0.9
6689,257.962071,14.418493,14.72877,50.951207,14.0,155.0,0.9
6690,264.016962,1.066995,1.072809,10.130532,3.0,65.0,0.9
6703,99.805769,9.095913,9.228481,43.230524,3.0,17.0,1.0
6704,106.494324,22.521423,23.385965,55.599738,37.0,68.0,0.9
6705,115.025704,35.458769,38.167322,59.291258,92.0,160.0,0.9
6706,127.158613,47.335465,53.702456,60.895934,104.0,277.0,0.9
6707,145.975952,56.927396,69.979341,61.643141,167.0,273.0,0.9
6708,173.96064,61.766093,86.766541,61.898786,266.0,311.0,0.9
6709,204.329829,59.487655,76.352676,61.76442,123.0,592.0,0.9
6710,226.586643,51.333653,59.831982,61.19213,111.0,423.0,0.9
6711,240.803023,40.11596,43.985007,59.930432,259.0,269.0,0.9
6712,250.414114,27.488251,28.910127,57.207424,78.0,269.0,0.9
6713,257.635663,14.192238,14.515153,49.745209,172.0,100.0,0.9
6714,263.692025,0.876921,0.882287,7.931039,25.0,43.0,0.9
6727,100.188668,9.007326,9.149238,41.864294,45.0,21.0,0.4
6728,106.897136,22.41037,23.315499,54.82317,114.0,125.0,0.7
6729,115.466485,35.31141,38.116658,58.740956,270.0,157.0,0.9
6730,127.644198,47.130298,53.683236,60.449011,455.0,194.0,0.9
6731,146.447169,56.637352,70.002271,61.245057,455.0,235.0,0.9
6732,174.186584,61.393068,86.838167,61.517058,578.0,208.0,0.9
6733,204.173822,59.107769,76.2332,61.372698,465.0,389.0,0.9
6734,226.261415,51.003482,59.672456,60.760325,48.0,357.0,0.9
6735,240.45482,39.834333,43.797096,59.411468,402.0,267.0,0.9
6736,250.077758,27.240924,28.705296,56.501294,154.0,292.0,0.8
6737,257.310242,13.967695,14.303242,48.549778,347.0,96.0,0.6
6738,263.367521,0.690901,0.695544,5.9604,105.0,47.0,0.5
6751,100.56946,8.917208,9.06857,40.543673,6.0,16.0,0.9
6752,107.297176,22.297272,23.243421,54.055681,39.0,120.0,0.9
6753,115.90312,35.161609,38.064284,58.194598,148.0,203.0,0.9
6754,128.122826,46.922609,53.662247,60.00436,381.0,254.0,0.9
6755,146.907124,56.345711,70.023509,60.848589,452.0,278.0,0.8
6756,174.403134,61.020779,86.908176,61.136647,447.0,377.0,0.8
6757,204.018848,58.72959,76.115132,60.982102,258.0,220.0,0.8
6758,225.93995,50.674624,59.514335,60.329731,196.0,268.0,0.9
6759,240.109375,39.553945,43.610617,58.893914,185.0,249.0,0.9
6760,249.743131,26.995067,28.502058,55.797724,59.0,211.0,0.9
6761,256.985844,13.744994,14.09308,47.36635,66.0,173.0,0.9
6762,263.043502,0.509166,0.512913,4.196313,10.0,38.0,0.9
6775,100.948016,8.825536,8.986482,39.267055,2.0,21.0,1.0
6776,107.694296,22.182124,23.169723,53.297619,11.0,124.0,1.0
6777,116.335447,35.009394,38.010094,57.652221,39.0,168.0,1.0
6778,128.594347,46.712474,53.639355,59.562147,34.0,230.0,1.0
6779,147.355839,56.052608,70.042879,60.453841,47.0,216.0,1.0
6780,174.610463,60.649356,86.976566,60.757687,90.0,216.0,1.0
6781,203.864758,58.353243,75.998586,60.592866,10.0,358.0,1.0
6782,225.622124,50.347228,59.357674,59.900473,136.0,367.0,0.9
6783,239.766657,39.274945,43.425655,58.377946,88.0,389.0,0.9
6784,249.410247,26.75082,28.300425,55.097156,5.0,189.0,0.9
6785,256.662506,13.524266,13.884821,46.196273,37.0,104.0,0.9
6786,262.720021,0.331935,0.334614,2.617535,21.0,39.0,0.9
6799,101.324203,8.732286,8.902923,38.033524,24.0,19.0,0.5
6800,108.088354,22.064924,23.094332,52.548872,140.0,78.0,0.6
6801,116.763305,34.854795,37.95408,57.113945,380.0,124.0,0.8
6802,129.058618,46.499977,53.614476,59.12236,642.0,151.0,0.6
6803,147.793342,55.758181,70.060323,60.060916,767.0,147.0,0.4
6804,174.808737,60.278925,87.043129,60.380187,892.0,118.0,0.2
6805,203.711414,57.978853,75.883709,60.205008,836.0,130.0,0.2
6806,225.307814,50.021441,59.202567,59.472661,679.0,225.0,0.2
6807,239.426633,38.997477,43.242338,57.863906,711.0,167.0,0.2
6808,249.07912,26.508319,28.100657,54.400039,694.0,97.0,0.2
6809,256.340267,13.30564,13.678609,45.041107,550.0,73.0,0.2
6810,262.397132,0.15942,0.160811,1.204582,181.0,41.0,0.2
6823,101.697893,8.637437,8.817771,36.840983,11.0,16.0,0.7
6824,108.479205,21.945671,23.017137,51.809578,308.0,79.0,0.4
6825,117.186535,34.697846,37.896071,56.57984,337.0,162.0,0.2
6826,129.515503,46.285202,53.587626,58.685221,456.0,283.0,0.4
6827,148.219666,55.462568,70.075806,59.669892,417.0,322.0,0.7
6828,174.998117,59.909613,87.107792,60.004382,555.0,233.0,0.9
6829,203.558683,57.606544,75.770558,59.818663,606.0,290.0,0.8
6830,224.996902,49.697411,59.049194,59.046431,607.0,296.0,0.7
6831,239.089272,38.721687,43.060794,57.352001,325.0,305.0,0.7
6832,248.749766,26.2677,27.90277,53.7069,483.0,179.0,0.5
6833,256.019165,13.089243,13.474432,43.901833,239.0,120.0,0.4
6847,102.068955,8.540973,8.7311,35.68861,83.0,15.0,0.0
6848,108.866706,21.82437,22.938198,51.079836,501.0,60.0,0.0
6849,117.604984,34.538586,37.836083,56.049971,674.0,90.0,0.0
6850,129.964872,46.068237,53.558628,58.250682,782.0,113.0,0.1
6851,148.63485,55.165906,70.089121,59.280894,779.0,144.0,0.1
6852,175.178757,59.541547,87.170406,59.630204,810.0,141.0,0.2
6853,203.406441,57.23644,75.659287,59.434004,845.0,136.0,0.1
6854,224.689273,49.375282,58.897622,58.622085,840.0,135.0,0.1
6855,238.754543,38.44772,42.881112,56.842377,814.0,122.0,0.0
6856,248.422198,26.029099,27.706918,53.01821,700.0,98.0,0.1
6857,255.699241,12.875202,13.272564,42.779989,532.0,77.0,0.1
6871,102.437258,8.442875,8.64273,34.574354,5.0,15.0,0.9
6872,109.250716,21.701025,22.857318,50.359506,1.0,73.0,0.9
6873,118.018497,34.377053,37.774042,55.524491,267.0,225.0,0.9
6874,130.406601,45.849174,53.527447,57.818903,515.0,258.0,0.7
6875,149.038939,54.868337,70.100251,58.894032,679.0,210.0,0.4
6876,175.35081,59.174855,87.230962,59.257867,753.0,189.0,0.2
6877,203.25457,56.868664,75.550067,59.051087,746.0,191.0,0.1
6878,224.384817,49.055199,58.748069,58.199631,765.0,187.0,0.1
6879,238.422417,38.175718,42.703473,56.335418,706.0,165.0,0.0
6880,248.096434,25.792649,27.513231,52.334215,590.0,135.0,0.1
6881,255.380535,12.663644,13.073027,41.676531,382.0,107.0,0.1
6895,102.802675,8.343132,8.552727,33.496957,2.0,15.0,0.9
6896,109.631094,21.575647,22.774564,49.648731,31.0,76.0,0.9
6897,118.426926,34.213294,37.709828,55.003432,122.0,148.0,0.9
6898,130.840572,45.628106,53.493941,57.389983,225.0,145.0,0.8
6899,149.431983,54.57,70.109026,58.509243,477.0,226.0,0.7
6900,175.514421,58.809661,87.289247,58.887462,492.0,384.0,0.7
6901,203.102956,56.503339,75.442948,58.670017,229.0,413.0,0.7
6902,224.083426,48.737305,58.600554,57.779318,8.0,191.0,0.8
6903,238.092865,37.905824,42.52797,55.831209,486.0,211.0,0.9
6904,247.77249,25.558485,27.321756,51.655571,313.0,220.0,0.7
6905,255.06309,12.45469,12.87594,40.592576,310.0,144.0,0.4
6919,103.165075,8.241731,8.461025,32.454988,1.0,15.0,0.9
6920,110.0077,21.448246,22.689895,48.947586,34.0,78.0,0.9
6921,118.830124,34.047354,37.643489,54.48685,4.0,159.0,0.9
6922,131.266675,45.405131,53.458124,56.963964,66.0,164.0,0.9
6923,149.814036,54.271035,70.115425,58.126793,54.0,188.0,0.9
6924,175.669732,58.446094,87.345238,58.519066,148.0,461.0,0.9
6925,202.951496,56.140588,75.338042,58.291001,350.0,284.0,0.9
6926,223.784997,48.421742,58.455232,57.361254,317.0,268.0,0.9
6927,237.76586,37.638178,42.354746,55.330136,321.0,323.0,0.9
6928,247.450384,25.326737,27.132735,50.982646,65.0,207.0,0.9
6929,254.74695,12.248465,12.681442,39.529055,38.0,116.0,0.9
6943,103.524329,8.138665,8.367525,31.446671,20.0,15.0,0.4
6944,110.380396,21.318838,22.603166,48.255871,78.0,122.0,0.6
6945,119.227949,33.879286,37.574878,53.974882,394.0,140.0,0.8
6946,131.684805,45.180349,53.419851,56.540945,266.0,277.0,0.8
6947,150.185158,53.971586,70.119318,57.74673,290.0,300.0,0.8
6948,175.816883,58.084277,87.398721,58.15283,299.0,346.0,0.8
6949,202.80009,55.780533,75.235484,57.91413,78.0,316.0,0.8
6950,223.489432,48.10865,58.312216,56.945616,54.0,461.0,0.9
6951,237.441377,37.37292,42.183852,54.832371,144.0,393.0,0.9
6952,247.130135,25.097535,26.94614,50.31579,143.0,290.0,0.9
6953,254.432159,12.045089,12.489644,38.48702,120.0,134.0,0.8
6967,103.880311,8.033926,8.27226,30.470847,69.0,14.0,0.0
6968,110.749046,21.187441,22.514335,47.573542,470.0,61.0,0.0
6969,119.62026,33.709143,37.503907,53.467483,534.0,145.0,0.0
6970,132.094863,44.953861,53.379083,56.120964,552.0,203.0,0.2
6971,150.54541,53.671792,70.12066,57.369138,509.0,283.0,0.4
6972,175.956006,57.724339,87.449737,57.788785,402.0,198.0,0.7
6973,202.648644,55.423296,75.135425,57.539498,491.0,290.0,0.6
6974,223.196636,47.798169,58.171679,56.532636,657.0,202.0,0.5
6975,237.119391,37.110188,42.015484,54.338155,766.0,159.0,0.4
6976,246.811763,24.87101,26.762272,49.655673,664.0,129.0,0.3
6977,254.118764,11.844681,12.300656,37.466998,413.0,86.0,0.2
6991,104.232893,7.927512,8.175207,29.526088,6.0,12.0,0.9
6992,111.113514,21.054075,22.423447,46.900873,42.0,59.0,0.9
6993,120.006922,33.536982,37.43064,52.964811,71.0,126.0,0.9
6994,132.496757,44.725773,53.335725,55.704175,41.0,333.0,0.9
6995,150.89486,53.371798,70.119295,56.994034,97.0,365.0,0.9
6996,176.087233,57.366402,87.497993,57.42707,244.0,415.0,0.9
6997,202.497072,55.068996,75.037956,57.16728,420.0,345.0,0.8
6998,222.906519,47.490435,58.033765,56.122352,245.0,349.0,0.7
6999,236.799881,36.850118,41.849741,53.847722,594.0,198.0,0.7
7000,246.495289,24.647288,26.58108,49.002467,540.0,156.0,0.5
7001,253.806812,11.647359,12.114625,36.470096,383.0,93.0,0.4
7015,104.581948,7.819422,8.076276,28.61083,1.0,9.0,1.0
7016,111.473667,20.918765,22.330406,46.237465,4.0,39.0,1.0
7017,120.387802,33.362866,37.35495,52.466952,32.0,160.0,1.0
7018,132.890402,44.496193,53.289724,55.290655,89.0,278.0,1.0
7019,151.233578,53.071744,70.11511,56.621599,119.0,261.0,0.9
7020,176.210692,57.010593,87.543468,57.06781,258.0,306.0,0.9
7021,202.345291,54.717755,74.94327,56.797586,118.0,161.0,0.9
7022,222.618994,47.185586,57.898469,55.715035,14.0,354.0,0.9
7023,236.482825,36.592845,41.686777,53.361333,474.0,217.0,0.9
7024,246.180736,24.426496,26.402814,48.356684,546.0,160.0,0.7
7025,253.496354,11.453236,11.931536,35.49631,545.0,69.0,0.4
7039,104.92735,7.709658,7.975499,27.723811,57.0,12.0,0.2
7040,111.829373,20.781538,22.235224,45.583494,306.0,58.0,0.2
7041,120.762772,33.186856,37.276724,51.973821,647.0,97.0,0.2
7042,133.275718,44.265229,53.240996,54.880458,708.0,135.0,0.2
7043,151.561637,52.771775,70.108078,56.251901,760.0,133.0,0.2
7044,176.326508,56.657037,87.586131,56.711114,473.0,277.0,0.2
7045,202.193227,54.369692,74.851346,56.430497,624.0,271.0,0.4
7046,222.33398,46.883756,57.766011,55.310798,126.0,462.0,0.7
7047,236.168206,36.338504,41.526658,52.879205,397.0,282.0,0.9
7048,245.868128,24.208756,26.227427,47.718634,532.0,153.0,0.7
7049,253.18744,11.262428,11.751623,34.546703,517.0,74.0,0.5
7063,105.268974,7.598227,7.872846,26.864005,75.0,12.0,0.0
7064,112.180503,20.642425,22.137789,44.938875,498.0,55.0,0.0
7065,121.131705,33.009021,37.196013,51.485601,659.0,82.0,0.0
7066,133.652631,44.032996,53.189486,54.473661,543.0,133.0,0.1
7067,151.879115,52.472034,70.098101,55.885006,748.0,161.0,0.2
7068,176.434802,56.305856,87.625751,56.357061,600.0,280.0,0.3
7069,202.040807,54.024926,74.762465,56.066207,446.0,276.0,0.5
7070,222.051398,46.585078,57.636504,54.909856,114.0,225.0,0.7
7071,235.856007,36.087224,41.369496,52.40155,513.0,221.0,0.9
7072,245.557491,23.994191,26.05523,47.088882,438.0,158.0,0.7
7073,252.880123,11.075043,11.57498,33.621589,339.0,120.0,0.5
7087,105.606697,7.485135,7.768234,26.029701,1.0,8.0,1.0
7088,112.526929,20.50146,22.038106,44.303435,1.0,59.0,1.0
7089,121.494482,32.829432,37.112754,51.002318,26.0,152.0,1.0
7090,134.021073,43.799606,53.135056,54.070318,46.0,245.0,1.0
7091,152.186092,52.172662,70.085061,55.521048,89.0,322.0,0.9
