Unnamed: 0,Hoy,SD_Angle,SD_Position,Shaded_Ratio,Unshaded_Ratio
1347,2794,42,0.02,0.706301,0.293699
1348,2795,37,0,0.84502,0.15498
1349,2796,23,-0.03,0.860772,0.139228
1350,2797,73,-0.02,0.839431,0.160569
1351,2798,30,-0.08,0.77185,0.22815
1352,2799,76,0.03,0.633638,0.366362
1353,2800,81,-0.04,0.018801,0.981199
1354,2801,12,-0.07,0.012195,0.987805
1355,2802,31,-0.06,0.018293,0.981707
1356,2814,34,0.08,0.012195,0.987805
1357,2815,35,-0.09,0.015752,0.984248
1358,2816,57,0.04,0.006098,0.993902
1359,2817,0,0.04,0.635163,0.364837
1360,2818,78,-0.08,0.763211,0.236789
1361,2819,15,-0.02,0.84502,0.15498
1362,2820,25,-0.08,0.705793,0.294207
1363,2821,16,0.02,0.722053,0.277947
1364,2822,31,-0.12,0.585366,0.414634
1365,2823,45,-0.02,0.737297,0.262703
1366,2824,69,-0.02,0.004573,0.995427
1367,2825,41,0.08,0.018293,0.981707
1368,2826,7,0.07,0.012703,0.987297
1369,2838,27,0.05,0.017276,0.982724
1370,2839,54,0,0.002541,0.997459
1371,2840,61,0,0.017276,0.982724
1372,2841,37,0.03,0.633638,0.366362
1373,2842,31,-0.07,0.766768,0.233232
1374,2843,57,-0.07,0.821646,0.178354
1375,2844,34,-0.03,0.840955,0.159045
1376,2845,30,-0.05,0.839431,0.160569
1377,2846,64,-0.05,0.806402,0.193598
1378,2847,20,-0.01,0.723069,0.276931
1379,2848,83,-0.02,0.009654,0.990346
1380,2849,39,-0.06,0.013211,0.986789
1381,2850,7,-0.04,0.016768,0.983232
1382,2862,81,-0.02,0.012703,0.987297
1383,2863,32,0.07,0.015244,0.984756
1384,2864,30,-0.1,0.01372,0.98628
1385,2865,40,0,0.632622,0.367378
1386,2866,46,-0.08,0.751016,0.248984
1387,2867,29,-0.04,0.82622,0.17378
1388,2868,64,0.02,0.703252,0.296748
1389,2869,60,0,0.819614,0.180386
1390,2870,19,-0.08,0.741362,0.258638
1391,2871,53,0.07,0.484756,0.515244
1392,2872,42,-0.09,0.017276,0.982724
1393,2873,83,-0.01,0.011179,0.988821
1394,2874,28,0.07,0.011179,0.988821
1395,2886,54,0.05,0.004065,0.995935
1396,2887,49,0,0.011179,0.988821
1397,2888,48,0.03,0.016768,0.983232
1398,2889,70,0,0.013211,0.986789
1399,2890,40,-0.06,0.735772,0.264228
1400,2891,37,-0.09,0.77998,0.22002
1401,2892,61,-0.03,0.821138,0.178862
1402,2893,78,-0.08,0.8125,0.1875
1403,2894,90,-0.04,0.770325,0.229675
1404,2895,26,0.06,0.505081,0.494919
1405,2896,83,-0.1,0.018293,0.981707
1406,2897,43,0.06,0.008638,0.991362
1407,2898,22,0.06,0.004065,0.995935
1408,2910,16,-0.05,0.015244,0.984756
1409,2911,7,0.07,0.018293,0.981707
1410,2912,73,-0.05,0.019309,0.980691
1411,2913,9,-0.01,0.001524,0.998476
1412,2914,62,-0.07,0.706301,0.293699
1413,2915,64,0.04,0.582317,0.417683
1414,2916,22,0.05,0.529472,0.470528
1415,2917,79,-0.07,0.795732,0.204268
1416,2918,70,-0.04,0.770325,0.229675
1417,2919,75,-0.06,0.61128,0.38872
1418,2920,46,-0.05,0.005589,0.994411
1419,2921,44,-0.07,0.020325,0.979675
1420,2922,46,0.05,0.007622,0.992378
1421,2934,52,0.04,0.01626,0.98374
1422,2935,10,0.04,0,1
1423,2936,90,-0.09,0.01372,0.98628
1424,2937,30,0.04,0.020833,0.979167
1425,2938,14,0.03,0.577236,0.422764
1426,2939,51,0.04,0.582317,0.417683
1427,2940,50,-0.01,0.801321,0.198679
1428,2941,24,-0.04,0.799797,0.200203
1429,2942,20,0.06,0.477642,0.522358
1430,2943,35,0.02,0.537602,0.462398
1431,2944,86,-0.05,0.012703,0.987297
1432,2945,29,-0.07,0.003557,0.996443
1433,2946,64,-0.04,0.004573,0.995427
1434,2958,33,0.06,0.003049,0.996951
1435,2959,52,0.04,0.003557,0.996443
1436,2960,49,-0.03,0.018293,0.981707
1437,2961,15,-0.06,0.009146,0.990854
1438,2962,19,-0.06,0.676829,0.323171
1439,2963,53,0.03,0.615854,0.384146
1440,2964,33,-0.05,0.801321,0.198679
1441,2965,61,0.02,0.664634,0.335366
1442,2966,69,-0.01,0.752541,0.247459
1443,2967,34,-0.06,0.545224,0.454776
1444,2968,20,-0.11,0.010163,0.989837
1445,2969,55,0.05,0.019309,0.980691
1446,2970,63,0.06,0.015244,0.984756
1447,2982,53,0.05,0.019309,0.980691
1448,2983,3,0.06,0.006606,0.993394
1449,2984,57,0.02,0.008638,0.991362
1450,2985,51,0.03,0.009146,0.990854
1451,2986,24,0.06,0.457825,0.542175
1452,2987,67,-0.07,0.753557,0.246443
1453,2988,20,-0.08,0.724085,0.275915
1454,2989,12,-0.06,0.780996,0.219004
1455,2990,66,0.03,0.587907,0.412093
1456,2991,43,-0.07,0.497967,0.502033
1457,2992,38,0.06,0.012195,0.987805
1458,2993,28,0.01,0.003049,0.996951
1459,2994,54,0.01,0.016768,0.983232
1460,3006,9,-0.08,0.005081,0.994919
1461,3007,58,-0.02,0.01626,0.98374
1462,3008,48,-0.05,0.005589,0.994411
1463,3009,0,0.03,0.011179,0.988821
1464,3010,33,0.02,0.533537,0.466463
1465,3011,41,-0.1,0.745935,0.254065
1466,3012,55,0.06,0.432927,0.567073
1467,3013,14,0.05,0.495427,0.504573
1468,3014,18,-0.04,0.717988,0.282012
1469,3015,42,-0.08,0.464431,0.535569
1470,3016,54,-0.09,0.017785,0.982215
1471,3017,55,0.02,0.007622,0.992378
1472,3018,46,0.02,0.016768,0.983232
1473,3030,1,0.03,0.011179,0.988821
1474,3031,6,-0.06,0.019309,0.980691
1475,3032,67,-0.01,0.018293,0.981707
1476,3033,56,-0.05,0.016768,0.983232
1477,3034,11,-0.04,0.564024,0.435976
1478,3035,7,0.03,0.599593,0.400407
1479,3036,33,-0.03,0.781504,0.218496
1480,3037,32,-0.07,0.761179,0.238821
1481,3038,28,-0.02,0.700711,0.299289
1482,3039,12,0.03,0.463923,0.536077
1483,3040,70,-0.05,0.01372,0.98628
1484,3041,7,0.07,0.015752,0.984248
1485,3042,50,0.02,0.021341,0.978659
1486,3054,51,0.07,0.009654,0.990346
1487,3055,1,-0.07,0.003557,0.996443
1488,3056,32,-0.07,0.019309,0.980691
1489,3057,28,-0.01,0.002033,0.997967
1490,3058,54,0.01,0.47815,0.52185
1491,3059,42,0.05,0.472561,0.527439
1492,3060,61,0.03,0.587398,0.412602
1493,3061,23,0.05,0.476626,0.523374
1494,3062,13,0.05,0.457825,0.542175
1495,3063,19,0.02,0.463415,0.536585
1496,3064,2,0.04,0.020325,0.979675
1497,3065,23,0.04,0.008638,0.991362
1498,3066,52,0.04,0.009654,0.990346
1499,3078,64,0.07,0.004573,0.995427
1500,3079,65,-0.04,0.00813,0.99187
1501,3080,75,0.03,0.022358,0.977642
1502,3081,45,-0.02,0.013211,0.986789
1503,3082,44,-0.01,0.46189,0.53811
1504,3083,24,-0.07,0.717988,0.282012
1505,3084,11,-0.03,0.761687,0.238313
1506,3085,18,-0.07,0.74187,0.25813
1507,3086,43,-0.09,0.650915,0.349085
1508,3087,41,0.05,0.46189,0.53811
1509,3088,14,-0.04,0.014736,0.985264
1510,3089,70,0.02,0.021341,0.978659
1511,3090,8,-0.02,0.01372,0.98628
1512,3102,0,0.04,0.01372,0.98628
1513,3103,57,0.06,0.000508,0.999492
1514,3104,90,-0.02,0.018293,0.981707
1515,3105,54,-0.07,0.01626,0.98374
1516,3106,12,-0.09,0.411585,0.588415
1517,3107,13,-0.12,0.57876,0.42124
1518,3108,86,-0.03,0.722053,0.277947
1519,3109,78,0,0.703252,0.296748
1520,3110,8,-0.08,0.634654,0.365346
1521,3111,4,0.03,0.010671,0.989329
1522,3112,36,0.03,0.014228,0.985772
1523,3113,60,0.03,0.003049,0.996951
1524,3114,45,0.07,0.016768,0.983232
1525,3126,28,0.06,0.002033,0.997967
1526,3127,11,0.06,0.002541,0.997459
1527,3128,56,0.02,0.002541,0.997459
1528,3129,62,0.04,0.004065,0.995935
1529,3130,90,-0.02,0.407012,0.592988
1530,3131,75,0,0.64939,0.35061
1531,3132,54,0.06,0.374492,0.625508
1532,3133,50,0.04,0.478659,0.521341
1533,3134,3,-0.01,0.60315,0.39685
1534,3135,48,-0.04,0.009654,0.990346
1535,3136,49,0.03,0.018801,0.981199
1536,3137,4,0.06,0.018801,0.981199
1537,3138,18,-0.04,0.003049,0.996951
1538,3150,60,0.03,0.014736,0.985264
1539,3151,58,0.04,0.003557,0.996443
1540,3152,77,-0.09,0.005081,0.994919
1541,3153,57,0,0.011687,0.988313
1542,3154,60,0.03,0.405488,0.594512
1543,3155,69,-0.08,0.632622,0.367378
1544,3156,15,-0.08,0.702744,0.297256
1545,3157,17,-0.03,0.703252,0.296748
1546,3158,0,-0.1,0.529472,0.470528
1547,3159,21,0.07,0.015244,0.984756
1548,3160,52,0.03,0.005081,0.994919
1549,3161,37,-0.05,0.015752,0.984248
1550,3162,54,-0.07,0.004573,0.995427
1551,3174,0,-0.02,0.017785,0.982215
1552,3175,51,0.05,0.018801,0.981199
1553,3176,3,-0.08,0.003049,0.996951
1554,3177,37,0.04,0.01626,0.98374
1555,3178,44,0.01,0.404472,0.595528
1556,3179,7,-0.08,0.615854,0.384146
1557,3180,58,-0.02,0.683435,0.316565
1558,3181,67,-0.05,0.664126,0.335874
1559,3182,74,-0.02,0.498984,0.501016
1560,3183,53,-0.05,0.010671,0.989329
1561,3184,1,0.07,0.015752,0.984248
1562,3185,39,-0.03,0.01372,0.98628
1563,3186,17,0.04,0.010671,0.989329
1564,3198,36,0.06,0.021341,0.978659
1565,3199,85,-0.02,0.015244,0.984756
1566,3200,36,0.05,0.00813,0.99187
1567,3201,39,0.06,0.009146,0.990854
1568,3202,3,-0.07,0.402947,0.597053
1569,3203,67,-0.01,0.567073,0.432927
1570,3204,27,0.03,0.490346,0.509654
1571,3205,18,-0.04,0.645325,0.354675
1572,3206,48,-0.11,0.471037,0.528963
1573,3207,35,0.12,0.012703,0.987297
1574,3208,36,-0.05,0.00813,0.99187
1575,3209,0,-0.07,0.018293,0.981707
1576,3210,38,-0.04,0.015752,0.984248
1577,3222,41,-0.07,0.017276,0.982724
1578,3223,72,0.03,0.020325,0.979675
1579,3224,24,-0.03,0.006098,0.993902
1580,3225,54,0.02,0.002541,0.997459
1581,3226,83,-0.08,0.011687,0.988313
1582,3227,81,-0.05,0.519817,0.480183
1583,3228,67,-0.02,0.625508,0.374492
1584,3229,47,0.11,0.103659,0.896341
1585,3230,14,0.03,0.321138,0.678862
1586,3231,45,0.04,0.011179,0.988821
1587,3232,63,-0.02,0.017276,0.982724
1588,3233,16,0.07,0.009654,0.990346
1589,3234,51,0.08,0.001524,0.998476
1590,3246,83,-0.05,0.017785,0.982215
1591,3247,3,-0.04,0.017785,0.982215
1592,3248,40,-0.06,0.002033,0.997967
1593,3249,64,0,0.016768,0.983232
1594,3250,21,-0.01,0.01372,0.98628
1595,3251,24,-0.08,0.504573,0.495427
1596,3252,12,-0.06,0.625508,0.374492
1597,3253,0,0,0.607724,0.392276
1598,3254,29,-0.04,0.355183,0.644817
1599,3255,8,0.07,0.015244,0.984756
1600,3256,51,-0.09,0.017785,0.982215
1601,3257,23,-0.05,0.017276,0.982724
1602,3258,46,-0.07,0.018293,0.981707
1603,3270,46,0.07,0.018293,0.981707
1604,3271,79,-0.07,0.011687,0.988313
1605,3272,21,0.06,0.015752,0.984248
1606,3273,38,-0.09,0.009654,0.990346
1607,3274,0,0.02,0.01372,0.98628
1608,3275,73,-0.02,0.429878,0.570122
1609,3276,21,0,0.606199,0.393801
1610,3277,41,-0.06,0.570122,0.429878
1611,3278,0,-0.07,0.277947,0.722053
1612,3279,60,-0.06,0.013211,0.986789
1613,3280,18,0.02,0.01626,0.98374
1614,3281,72,-0.02,0.012703,0.987297
1615,3282,51,-0.03,0.018801,0.981199
1616,3294,7,-0.04,0.011687,0.988313
1617,3295,56,-0.05,0.011179,0.988821
1618,3296,49,0.05,0.013211,0.986789
1619,3297,34,-0.06,0.01372,0.98628
1620,3298,59,-0.03,0.010163,0.989837
1621,3299,40,-0.09,0.401423,0.598577
1622,3300,54,0,0.548272,0.451728
1623,3301,17,0.12,0.113313,0.886687
1624,3302,14,0.06,0.266768,0.733232
1625,3303,67,0.04,0.013211,0.986789
1626,3304,0,0.04,0.004573,0.995427
1627,3305,3,-0.06,0.014736,0.985264
1628,3306,12,-0.05,0.019817,0.980183
1629,3318,5,-0.06,0.007622,0.992378
1630,3319,2,-0.02,0.01372,0.98628
1631,3320,46,0.06,0.006098,0.993902
1632,3321,70,0.02,0.004573,0.995427
1633,3322,54,-0.04,0.011179,0.988821
1634,3323,16,-0.08,0.332825,0.667175
1635,3324,45,0.02,0.415142,0.584858
1636,3325,47,-0.04,0.496443,0.503557
1637,3326,26,0.06,0.26626,0.73374
1638,3327,37,-0.07,0.01372,0.98628
1639,3328,0,-0.08,0.018801,0.981199
1640,3329,45,-0.01,0.000508,0.999492
1641,3330,17,0.06,0.013211,0.986789
1642,3342,17,-0.02,0.009654,0.990346
1643,3343,28,-0.06,0.01372,0.98628
1644,3344,10,0.06,0.016768,0.983232
1645,3345,78,-0.02,0.000508,0.999492
1646,3346,72,-0.1,0.010671,0.989329
1647,3347,28,-0.01,0.255081,0.744919
1648,3348,45,-0.06,0.490346,0.509654
1649,3349,62,-0.02,0.441565,0.558435
1650,3350,60,-0.02,0.265752,0.734248
1651,3351,15,0.05,0.009654,0.990346
1652,3352,20,0.07,0.01626,0.98374
1653,3353,4,0.03,0.020833,0.979167
1654,3354,40,-0.04,0.004573,0.995427
1655,3366,69,0.02,0.010671,0.989329
1656,3367,48,0.04,0.017276,0.982724
1657,3368,17,0.05,0.01372,0.98628
1658,3369,22,0.05,0.01372,0.98628
1659,3370,53,-0.07,0.011687,0.988313
1660,3371,36,-0.09,0.229675,0.770325
1661,3372,22,0.06,0.118394,0.881606
1662,3373,89,-0.05,0.352642,0.647358
1663,3374,65,0.03,0.265244,0.734756
1664,3375,57,0.04,0.014228,0.985772
1665,3376,37,-0.09,0.020325,0.979675
1666,3377,31,-0.05,0.014228,0.985772
1667,3378,56,0.03,0.01372,0.98628
1668,3390,71,-0.03,0.01372,0.98628
1669,3391,26,-0.04,0.007114,0.992886
1670,3392,35,0.06,0.006606,0.993394
1671,3393,6,-0.04,0.002541,0.997459
1672,3394,48,0.01,0.012703,0.987297
1673,3395,6,-0.01,0.229167,0.770833
1674,3396,12,0.04,0.173272,0.826728
1675,3397,8,0.05,0.112297,0.887703
1676,3398,11,-0.08,0.264736,0.735264
1677,3399,25,0.05,0.012703,0.987297
1678,3400,30,0.07,0.002033,0.997967
1679,3401,19,-0.03,0.018801,0.981199
1680,3402,41,-0.04,0.011179,0.988821
1681,3414,64,-0.01,0.004573,0.995427
1682,3415,59,-0.03,0.003049,0.996951
1683,3416,37,0,0.004065,0.995935
1684,3417,58,-0.05,0.001016,0.998984
1685,3418,30,-0.05,0.010163,0.989837
1686,3419,43,0,0.228659,0.771341
1687,3420,27,0.06,0.081809,0.918191
1688,3421,79,-0.08,0.229675,0.770325
1689,3422,71,0,0.264228,0.735772
1690,3423,59,-0.05,0.014736,0.985264
1691,3424,54,-0.02,0.001016,0.998984
1692,3425,58,0.08,0.020833,0.979167
1693,3426,54,-0.07,0.001016,0.998984
1694,3438,76,0.03,0.002541,0.997459
1695,3439,66,0.01,0,1
1696,3440,80,-0.07,0.007622,0.992378
1697,3441,19,-0.07,0.019817,0.980183
1698,3442,31,-0.05,0.010163,0.989837
1699,3443,26,0.04,0.228659,0.771341
1700,3444,57,0.04,0.081809,0.918191
1701,3445,45,0.04,0.111789,0.888211
1702,3446,22,0.05,0.012195,0.987805
1703,3447,17,0.06,0.013211,0.986789
1704,3448,0,-0.04,0.009146,0.990854
1705,3449,49,-0.08,0.019817,0.980183
1706,3450,1,-0.08,0.002033,0.997967
1707,3462,8,0.04,0.010671,0.989329
1708,3463,0,-0.05,0.000508,0.999492
1709,3464,0,-0.08,0.009654,0.990346
1710,3465,27,-0.03,0.009654,0.990346
1711,3466,79,-0.06,0.009654,0.990346
1712,3467,46,-0.08,0.22815,0.77185
1713,3468,23,0.04,0.081809,0.918191
1714,3469,66,0.01,0.11128,0.88872
1715,3470,77,-0.04,0.011687,0.988313
1716,3471,50,-0.07,0.011687,0.988313
1717,3472,37,0.03,0.010671,0.989329
1718,3473,0,0.05,0.009146,0.990854
1719,3474,0,-0.05,0.01372,0.98628
1720,3486,53,-0.03,0.016768,0.983232
1721,3487,38,-0.05,0.020833,0.979167
1722,3488,78,-0.04,0.017785,0.982215
1723,3489,58,-0.08,0.014736,0.985264
1724,3490,60,-0.01,0.012703,0.987297
1725,3491,0,-0.06,0.22815,0.77185
1726,3492,83,0.02,0.081809,0.918191
1727,3493,57,-0.11,0.110772,0.889228
1728,3494,46,0.07,0.011687,0.988313
1729,3495,51,0.08,0.013211,0.986789
1730,3496,68,0.02,0.000508,0.999492
1731,3497,65,0.03,0.019817,0.980183
1732,3498,6,0.09,0.002541,0.997459
1733,3499,25,0.05,0.006606,0.993394
1734,3510,13,-0.03,0.018801,0.981199
1735,3511,2,-0.03,0.011687,0.988313
1736,3512,15,-0.09,0.019817,0.980183
1737,3513,23,0.04,0.014736,0.985264
1738,3514,16,-0.03,0.010163,0.989837
1739,3515,66,-0.03,0.013211,0.986789
1740,3516,36,0.07,0.082317,0.917683
1741,3517,10,0.04,0.110772,0.889228
1742,3518,67,0,0.010163,0.989837
1743,3519,32,0.07,0.014736,0.985264
1744,3520,25,-0.09,0.006098,0.993902
1745,3521,77,-0.06,0.005589,0.994411
1746,3522,48,0,0.014736,0.985264
1747,3523,35,-0.08,0.01372,0.98628
1748,3534,6,0.05,0.012195,0.987805
1749,3535,26,0.08,0.002541,0.997459
1750,3536,79,-0.05,0.002033,0.997967
1751,3537,23,-0.06,0.018801,0.981199
1752,3538,81,-0.05,0.009654,0.990346
1753,3539,44,-0.03,0.012703,0.987297
1754,3540,46,-0.09,0.083333,0.916667
1755,3541,32,0.04,0.110264,0.889736
1756,3542,6,0.06,0.01372,0.98628
1757,3543,32,-0.04,0.012195,0.987805
1758,3544,48,-0.05,0.005081,0.994919
1759,3545,17,0.07,0.016768,0.983232
1760,3546,0,-0.05,0.018801,0.981199
1761,3547,41,-0.03,0.009146,0.990854
1762,3558,2,0.06,0.015244,0.984756
1763,3559,33,-0.01,0.011179,0.988821
1764,3560,43,0.07,0.017785,0.982215
1765,3561,0,-0.02,0.011179,0.988821
1766,3562,20,-0.05,0.009654,0.990346
1767,3563,18,0.03,0.00813,0.99187
1768,3564,56,-0.03,0.083333,0.916667
1769,3565,6,-0.07,0.110264,0.889736
1770,3566,51,-0.04,0.015244,0.984756
1771,3567,21,0.03,0.011687,0.988313
1772,3568,39,0,0.014228,0.985772
1773,3569,35,0.05,0.009654,0.990346
1774,3570,3,0.08,0.002033,0.997967
1775,3571,78,-0.07,0.010671,0.989329
1776,3582,63,0,0.006098,0.993902
1777,3583,80,-0.07,0.004065,0.995935
1778,3584,24,0.04,0.010163,0.989837
1779,3585,2,-0.03,0.005081,0.994919
1780,3586,71,-0.06,0.012195,0.987805
1781,3587,56,0.02,0.011687,0.988313
1782,3588,31,-0.02,0.083333,0.916667
1783,3589,4,0.02,0.109756,0.890244
1784,3590,13,-0.05,0.012703,0.987297
1785,3591,39,0.06,0.01372,0.98628
1786,3592,22,0.03,0.013211,0.986789
1787,3593,20,-0.02,0.014736,0.985264
1788,3594,34,0.09,0.018801,0.981199
1789,3595,31,-0.07,0.020833,0.979167
1790,3606,7,-0.04,0.007114,0.992886
1791,3607,68,-0.04,0.00813,0.99187
1792,3608,74,0.03,0.00813,0.99187
1793,3609,58,0,0.017276,0.982724
1794,3610,49,-0.01,0.00813,0.99187
1795,3611,75,-0.01,0.011179,0.988821
1796,3612,61,-0.01,0.083333,0.916667
1797,3613,74,-0.11,0.10874,0.89126
1798,3614,58,-0.1,0.010671,0.989329
1799,3615,38,0.09,0.009146,0.990854
1800,3616,67,-0.01,0.002541,0.997459
1801,3617,14,-0.05,0.007114,0.992886
1802,3618,37,0.09,0.019309,0.980691
1803,3619,48,-0.06,0.020833,0.979167
1804,3630,48,-0.07,0.014228,0.985772
1805,3631,46,0.06,0.004573,0.995427
1806,3632,3,-0.06,0.010671,0.989329
1807,3633,59,-0.03,0.010163,0.989837
1808,3634,8,-0.04,0.010671,0.989329
1809,3635,26,-0.02,0.009146,0.990854
1810,3636,5,-0.02,0.083333,0.916667
1811,3637,13,-0.04,0.10874,0.89126
1812,3638,55,0.03,0.013211,0.986789
1813,3639,49,-0.06,0.010671,0.989329
1814,3640,56,0,0.019309,0.980691
1815,3641,13,-0.05,0.009146,0.990854
1816,3642,32,0.08,0.007622,0.992378
1817,3643,6,0.04,0.011179,0.988821
1818,3654,73,-0.03,0.019309,0.980691
1819,3655,55,0,0.004573,0.995427
1820,3656,73,-0.05,0.01626,0.98374
1821,3657,7,0.06,0.018801,0.981199
1822,3658,31,-0.07,0.009146,0.990854
1823,3659,3,-0.09,0.012703,0.987297
1824,3660,61,0.02,0.083841,0.916159
1825,3661,51,-0.04,0.10874,0.89126
1826,3662,51,-0.03,0.014736,0.985264
1827,3663,46,-0.01,0.011179,0.988821
1828,3664,4,-0.1,0.018293,0.981707
1829,3665,69,-0.05,0.01626,0.98374
1830,3666,32,0.06,0.018293,0.981707
1831,3667,24,0.06,0.005081,0.994919
1832,3678,60,-0.01,0.014228,0.985772
1833,3679,48,-0.05,0.004065,0.995935
1834,3680,10,-0.09,0.001016,0.998984
1835,3681,60,0.01,0.005589,0.994411
1836,3682,38,0.03,0.01372,0.98628
1837,3683,34,-0.1,0.012703,0.987297
1838,3684,39,0,0.083841,0.916159
1839,3685,74,-0.11,0.012703,0.987297
1840,3686,90,0.01,0.010163,0.989837
1841,3687,28,0,0.012703,0.987297
1842,3688,46,-0.01,0.014736,0.985264
1843,3689,12,-0.06,0.001524,0.998476
1844,3690,6,-0.04,0.018293,0.981707
1845,3691,49,-0.01,0.009654,0.990346
1846,3702,18,-0.05,0.012703,0.987297
1847,3703,10,-0.04,0.009654,0.990346
1848,3704,48,0.02,0.008638,0.991362
1849,3705,86,-0.09,0.007622,0.992378
1850,3706,13,-0.06,0.013211,0.986789
1851,3707,40,-0.06,0.012195,0.987805
1852,3708,24,-0.01,0.08435,0.91565
1853,3709,7,-0.11,0.01372,0.98628
1854,3710,55,0.04,0.010163,0.989837
1855,3711,20,-0.03,0.015244,0.984756
1856,3712,33,0,0.01626,0.98374
1857,3713,15,0.1,0.014736,0.985264
1858,3714,58,-0.02,0.014228,0.985772
1859,3715,0,-0.05,0.012703,0.987297
1860,3726,65,-0.08,0.01626,0.98374
1861,3727,41,-0.03,0.016768,0.983232
1862,3728,11,-0.02,0.014228,0.985772
1863,3729,0,-0.03,0.004573,0.995427
1864,3730,34,-0.06,0.011179,0.988821
1865,3731,40,-0.01,0.014736,0.985264
1866,3732,68,0.03,0.011687,0.988313
1867,3733,68,0.04,0.010163,0.989837
1868,3734,50,-0.01,0.012703,0.987297
1869,3735,27,0.05,0.010163,0.989837
1870,3736,51,-0.01,0.015752,0.984248
1871,3737,36,-0.08,0.012195,0.987805
1872,3738,24,-0.02,0.020325,0.979675
1873,3739,66,-0.01,0.006098,0.993902
1874,3750,7,0.08,0.009146,0.990854
1875,3751,67,-0.04,0.015244,0.984756
1876,3752,1,-0.06,0.004065,0.995935
1877,3753,45,0,0.018293,0.981707
1878,3754,71,-0.09,0.00813,0.99187
1879,3755,41,-0.03,0.014736,0.985264
1880,3756,65,-0.05,0.012703,0.987297
1881,3757,68,-0.02,0.010671,0.989329
1882,3758,24,0.12,0.012195,0.987805
1883,3759,2,-0.03,0.011179,0.988821
1884,3760,57,-0.11,0.009146,0.990854
1885,3761,0,-0.06,0.012703,0.987297
1886,3762,36,-0.07,0,1
1887,3763,0,0.03,0.011179,0.988821
1888,3774,49,0,0.017785,0.982215
1889,3775,64,0.04,0.017785,0.982215
1890,3776,85,-0.09,0.010163,0.989837
1891,3777,42,-0.02,0.008638,0.991362
1892,3778,40,0.07,0.012703,0.987297
1893,3779,39,-0.09,0.012195,0.987805
1894,3780,8,0.04,0.010163,0.989837
1895,3781,39,-0.07,0.010163,0.989837
1896,3782,50,0.05,0.009654,0.990346
1897,3783,45,0.02,0.010671,0.989329
1898,3784,83,-0.07,0.010671,0.989329
1899,3785,26,0.07,0.018293,0.981707
1900,3786,66,-0.01,0.017276,0.982724
1901,3787,27,0.08,0.012195,0.987805
1902,3798,32,-0.04,0.013211,0.986789
1903,3799,20,0.08,0.013211,0.986789
1904,3800,59,-0.04,0.020833,0.979167
1905,3801,75,-0.04,0.011179,0.988821
1906,3802,30,0.06,0.010163,0.989837
1907,3803,19,-0.03,0.010163,0.989837
1908,3804,49,-0.01,0.011179,0.988821
1909,3805,49,-0.04,0.01372,0.98628
1910,3806,14,-0.08,0.012703,0.987297
1911,3807,20,-0.04,0.015244,0.984756
1912,3808,78,-0.07,0.01626,0.98374
1913,3809,46,-0.03,0.011687,0.988313
1914,3810,59,-0.05,0.019309,0.980691
1915,3811,23,-0.05,0.017785,0.982215
1916,3822,51,0.08,0.018801,0.981199
1917,3823,57,0.03,0.000508,0.999492
1918,3824,24,0.05,0.003557,0.996443
1919,3825,62,0.03,0.017785,0.982215
1920,3826,64,0.04,0.012195,0.987805
1921,3827,65,0.01,0.011687,0.988313
1922,3828,17,-0.05,0.012195,0.987805
1923,3829,7,0.06,0.013211,0.986789
1924,3830,55,0.03,0.009654,0.990346
1925,3831,6,-0.06,0.010671,0.989329
1926,3832,52,-0.04,0.014228,0.985772
1927,3833,88,0.03,0.014736,0.985264
1928,3834,41,0.09,0,1
1929,3835,58,0,0.020325,0.979675
1930,3846,60,0.07,0.01372,0.98628
1931,3847,14,-0.02,0.012195,0.987805
1932,3848,49,-0.04,0.01626,0.98374
1933,3849,58,-0.01,0.001524,0.998476
1934,3850,73,0.04,0.011687,0.988313
1935,3851,8,-0.06,0.015752,0.984248
1936,3852,67,0.01,0.014228,0.985772
1937,3853,10,0.03,0.011687,0.988313
1938,3854,73,0.01,0.010163,0.989837
1939,3855,74,-0.07,0.009654,0.990346
1940,3856,74,-0.02,0.004573,0.995427
1941,3857,23,0.03,0.017276,0.982724
1942,3858,63,-0.06,0.017276,0.982724
1943,3859,66,0.01,0.015244,0.984756
1944,3870,5,0.07,0.004573,0.995427
1945,3871,64,-0.04,0.005589,0.994411
1946,3872,6,-0.03,0.015244,0.984756
1947,3873,10,0.05,0.007114,0.992886
1948,3874,40,-0.06,0.010671,0.989329
1949,3875,15,-0.08,0.014736,0.985264
1950,3876,61,0.03,0.012195,0.987805
1951,3877,20,0.04,0.01372,0.98628
1952,3878,77,-0.05,0.010163,0.989837
1953,3879,53,-0.03,0.012195,0.987805
1954,3880,18,-0.05,0.013211,0.986789
1955,3881,67,0.06,0.010671,0.989329
1956,3882,12,0.08,0.010163,0.989837
1957,3883,48,-0.08,0.001524,0.998476
1958,3894,34,0,0.007622,0.992378
1959,3895,78,0.04,0.020325,0.979675
1960,3896,50,-0.03,0.002033,0.997967
1961,3897,18,-0.1,0.005589,0.994411
1962,3898,46,0.05,0.010671,0.989329
1963,3899,19,-0.06,0.014736,0.985264
1964,3900,69,0.02,0.010671,0.989329
1965,3901,12,-0.03,0.010671,0.989329
1966,3902,85,-0.01,0.011179,0.988821
1967,3903,77,-0.08,0.011687,0.988313
1968,3904,14,0.07,0.001016,0.998984
