,Hoy,SD_Angle,SD_Position,vis,Shaded_Ratio,Unshaded_Ratio
2232,4289,40,-0.01,0.08695652,0.0142,0.9858
2233,4290,48,0.09,0.56521739,0,1
2234,4291,29,0.1,0.60869565,0.0061,0.9939
2235,4301,14,0,0,0.0198,0.9802
2236,4302,28,0.04,0.2173913,0.0036,0.9964
2237,4303,69,0,0.34782609,0.0102,0.9898
2238,4304,8,-0.09,0.56521739,0.003,0.997
2239,4305,79,-0.06,0.47826087,0.8064,0.1936
2240,4306,69,-0.05,0.34782609,0.8933,0.1067
2241,4307,15,0.14,0.86956522,0.1306,0.8694
2242,4308,3,0.11,0.69565217,0.2663,0.7337
2243,4309,51,0,0.17391304,0.9187,0.0813
2244,4310,57,0.03,0.26086957,0.7307,0.2693
2245,4311,46,0.01,0.08695652,0.8313,0.1687
2246,4312,60,-0.09,0.60869565,0.6819,0.3181
2247,4313,41,0.01,0.04347826,0.0076,0.9924
2248,4314,73,0.03,0.34782609,0.0117,0.9883
2249,4315,48,0.06,0.34782609,0.0193,0.9807
2250,4325,41,-0.03,0.2173913,0,1
2251,4326,5,-0.05,0.30434783,0.0122,0.9878
2252,4327,25,-0.08,0.52173913,0.0122,0.9878
2253,4328,55,0.03,0.26086957,0.001,0.999
2254,4329,45,-0.08,0.52173913,0.8074,0.1926
2255,4330,21,0.03,0.13043478,0.7454,0.2546
2256,4331,47,0.1,0.60869565,0.3562,0.6438
2257,4332,67,0.11,0.73913043,0.2663,0.7337
2258,4333,0,-0.06,0.39130435,0.6413,0.3587
2259,4334,51,0.1,0.60869565,0.3547,0.6453
2260,4335,48,0.03,0.17391304,0.7332,0.2668
2261,4336,46,-0.07,0.47826087,0.6895,0.3105
2262,4337,46,0,0.17391304,0.0142,0.9858
2263,4338,74,0.01,0.30434783,0.0163,0.9837
2264,4339,41,0.08,0.47826087,0.0168,0.9832
2265,4349,32,0.07,0.39130435,0.0127,0.9873
2266,4350,64,0.02,0.30434783,0.0061,0.9939
2267,4351,14,0.06,0.34782609,0.0152,0.9848
2268,4352,24,0.05,0.26086957,0.0005,0.9995
2269,4353,14,-0.04,0.26086957,0.8247,0.1753
2270,4354,28,-0.06,0.39130435,0.7815,0.2185
2271,4355,16,0.1,0.60869565,0.3562,0.6438
2272,4356,49,0.07,0.39130435,0.5041,0.4959
2273,4357,0,0.11,0.69565217,0.2647,0.7353
2274,4358,0,0.02,0.08695652,0.8059,0.1941
2275,4359,47,0.04,0.2173913,0.6845,0.3155
2276,4360,52,-0.03,0.2173913,0.6977,0.3023
2277,4361,44,-0.08,0.52173913,0.0193,0.9807
2278,4362,12,0.07,0.39130435,0.0005,0.9995
2279,4363,1,-0.07,0.43478261,0.002,0.998
2280,4373,72,0.03,0.34782609,0.0127,0.9873
2281,4374,66,-0.06,0.39130435,0.0168,0.9832
2282,4375,39,-0.08,0.52173913,0.003,0.997
2283,4376,45,0.02,0.13043478,0.0173,0.9827
2284,4377,75,-0.07,0.47826087,0.814,0.186
2285,4378,33,0.05,0.26086957,0.6418,0.3582
2286,4379,21,0.1,0.60869565,0.3562,0.6438
2287,4380,44,0.12,0.73913043,0.2068,0.7932
2288,4381,9,-0.08,0.52173913,0.562,0.438
2289,4382,60,0.01,0.17391304,0.8623,0.1377
2290,4383,0,-0.07,0.43478261,0.6326,0.3674
2291,4384,11,-0.06,0.39130435,0.7063,0.2937
2292,4385,44,-0.04,0.26086957,0.0158,0.9842
2293,4386,0,0.07,0.39130435,0.0112,0.9888
2294,4387,51,-0.07,0.47826087,0.0173,0.9827
2295,4397,42,0.02,0.13043478,0.0137,0.9863
2296,4398,66,0.01,0.26086957,0.0137,0.9863
2297,4399,70,-0.07,0.47826087,0.0097,0.9903
2298,4400,44,-0.03,0.2173913,0.0163,0.9837
2299,4401,4,0.07,0.39130435,0.5783,0.4217
2300,4402,25,-0.07,0.43478261,0.7297,0.2703
2301,4403,4,-0.06,0.39130435,0.6768,0.3232
2302,4404,9,-0.05,0.30434783,0.7221,0.2779
2303,4405,25,0.05,0.26086957,0.6214,0.3786
2304,4406,37,-0.04,0.26086957,0.8984,0.1016
2305,4407,55,-0.07,0.47826087,0.815,0.185
2306,4408,27,-0.05,0.30434783,0.7154,0.2846
2307,4409,53,-0.04,0.26086957,0.0005,0.9995
2308,4410,40,0.04,0.2173913,0.0219,0.9782
2309,4411,10,-0.04,0.26086957,0.0183,0.9817
2310,4421,48,-0.06,0.39130435,0,1
2311,4422,58,0.08,0.52173913,0.0041,0.9959
2312,4423,3,-0.08,0.52173913,0.0193,0.9807
2313,4424,44,-0.02,0.17391304,0.0005,0.9995
2314,4425,46,-0.05,0.34782609,0.8247,0.1753
2315,4426,14,0.11,0.69565217,0.3308,0.6692
2316,4427,31,0.14,0.86956522,0.1306,0.8694
2317,4428,40,0.08,0.47826087,0.4446,0.5554
2318,4429,50,-0.09,0.60869565,0.6006,0.3994
2319,4430,13,-0.08,0.52173913,0.6001,0.3999
2320,4431,72,-0.03,0.30434783,0.8836,0.1164
2321,4432,53,-0.06,0.39130435,0.7154,0.2846
2322,4433,57,-0.03,0.2173913,0.0127,0.9873
2323,4434,50,-0.06,0.39130435,0.0081,0.9919
2324,4435,50,0.09,0.56521739,0.0147,0.9853
2325,4445,60,0.06,0.43478261,0.0183,0.9817
2326,4446,50,-0.05,0.34782609,0.0152,0.9848
2327,4447,49,0.03,0.17391304,0.0036,0.9964
2328,4448,67,-0.04,0.34782609,0.0163,0.9837
2329,4449,31,-0.05,0.34782609,0.8399,0.1601
2330,4450,57,-0.02,0.26086957,0.9035,0.0965
2331,4451,7,-0.08,0.52173913,0.564,0.436
2332,4452,60,0.1,0.65217391,0.3257,0.6743
2333,4453,46,0.02,0.13043478,0.7998,0.2002
2334,4454,29,-0.06,0.39130435,0.75,0.25
2335,4455,29,-0.11,0.69565217,0.5457,0.4543
2336,4456,3,-0.1,0.65217391,0.7124,0.2876
2337,4457,50,0.05,0.26086957,0.0178,0.9822
2338,4458,58,0.09,0.60869565,0.0127,0.9873
2339,4459,55,0.02,0.2173913,0.0147,0.9853
2340,4469,23,0.04,0.2173913,0.0137,0.9863
2341,4470,66,0.07,0.47826087,0,1
2342,4471,7,-0.04,0.26086957,0.0188,0.9812
2343,4472,50,-0.09,0.60869565,0.0178,0.9822
2344,4473,34,-0.02,0.13043478,0.8399,0.1601
2345,4474,19,-0.07,0.43478261,0.6961,0.3039
2346,4475,23,0.04,0.2173913,0.6946,0.3054
2347,4476,45,-0.08,0.52173913,0.6428,0.3572
2348,4477,0,0.05,0.26086957,0.6214,0.3786
2349,4478,0,0.03,0.13043478,0.7495,0.2505
2350,4479,42,-0.06,0.39130435,0.8262,0.1738
2351,4480,63,-0.1,0.65217391,0.7337,0.2663
2352,4481,59,-0.02,0.26086957,0.0183,0.9817
2353,4482,8,-0.04,0.26086957,0.0015,0.9985
2354,4483,56,0.03,0.26086957,0.0117,0.9883
2355,4493,15,0.08,0.47826087,0.0117,0.9883
2356,4494,41,0.07,0.39130435,0.0025,0.9975
2357,4495,67,-0.03,0.26086957,0.0168,0.9832
2358,4496,34,-0.04,0.26086957,0.0168,0.9832
2359,4497,23,0.02,0.08695652,0.7561,0.2439
2360,4498,34,-0.03,0.2173913,0.9035,0.0965
2361,4499,85,0.03,0.56521739,0.751,0.249
2362,4500,42,-0.04,0.26086957,0.8806,0.1194
2363,4501,32,0.03,0.13043478,0.7403,0.2597
2364,4502,3,0.05,0.26086957,0.6367,0.3633
2365,4503,43,-0.07,0.47826087,0.7759,0.2241
2366,4504,14,-0.11,0.69565217,0.7221,0.2779
2367,4505,72,-0.09,0.60869565,0.0081,0.9919
2368,4506,29,0.04,0.2173913,0.0112,0.9888
2369,4507,7,-0.03,0.17391304,0.0147,0.9853
2370,4517,63,-0.06,0.39130435,0.0025,0.9975
2371,4518,45,-0.04,0.26086957,0.002,0.998
2372,4519,41,0.04,0.2173913,0.0071,0.9929
2373,4520,52,-0.02,0.17391304,0.0041,0.9959
2374,4521,14,0.06,0.34782609,0.6098,0.3902
2375,4522,65,-0.06,0.39130435,0.841,0.159
2376,4523,3,0.11,0.69565217,0.2998,0.7002
2377,4524,11,0.06,0.34782609,0.5635,0.4365
2378,4525,14,0.04,0.2173913,0.6809,0.3191
2379,4526,53,-0.03,0.2173913,0.9187,0.0813
2380,4527,23,-0.04,0.26086957,0.8852,0.1148
2381,4528,36,-0.05,0.34782609,0.7581,0.2419
2382,4529,21,-0.08,0.52173913,0.0137,0.9863
2383,4530,47,-0.03,0.2173913,0.0137,0.9863
2384,4531,64,-0.05,0.34782609,0.0163,0.9837
2385,4541,22,0.02,0.08695652,0.0183,0.9817
2386,4542,49,-0.06,0.39130435,0.002,0.998
2387,4543,28,-0.06,0.39130435,0.0193,0.9807
2388,4544,46,0.05,0.26086957,0.0051,0.9949
2389,4545,9,0.07,0.39130435,0.5732,0.4268
2390,4546,43,-0.01,0.13043478,0.9035,0.0965
2391,4547,8,0.1,0.60869565,0.3562,0.6438
2392,4548,78,-0.06,0.47826087,0.7815,0.2185
2393,4549,59,-0.03,0.2173913,0.9187,0.0813
2394,4550,7,-0.08,0.52173913,0.5813,0.4187
2395,4551,21,-0.11,0.69565217,0.533,0.467
2396,4552,2,-0.05,0.30434783,0.7703,0.2297
2397,4553,58,0.02,0.2173913,0.0066,0.9934
2398,4554,65,0.08,0.52173913,0.0122,0.9878
2399,4555,0,0.04,0.2173913,0,1
2400,4565,0,-0.01,0.04347826,0.0152,0.9848
2401,4566,66,0.05,0.60869565,0.0188,0.9812
2402,4567,55,-0.05,0.34782609,0.001,0.999
2403,4568,12,0.02,0.08695652,0.0193,0.9807
2404,4569,15,0.04,0.2173913,0.6951,0.3049
2405,4570,75,0.08,0.56521739,0.4863,0.5137
2406,4571,32,-0.08,0.52173913,0.6392,0.3608
2407,4572,47,-0.01,0.13043478,0.9202,0.0798
2408,4573,47,0,0.17391304,0.9187,0.0813
2409,4574,21,-0.08,0.52173913,0.6189,0.3811
2410,4575,53,0.11,0.73913043,0.345,0.655
2411,4576,74,-0.06,0.43478261,0.7581,0.2419
2412,4577,72,-0.05,0.34782609,0.0163,0.9837
2413,4578,65,0.06,0.47826087,0.0152,0.9848
2414,4579,16,0.08,0.47826087,0.0152,0.9848
2415,4589,68,-0.03,0.26086957,0.0051,0.9949
2416,4590,25,-0.03,0.2173913,0.0107,0.9893
2417,4591,34,-0.11,0.69565217,0.0051,0.9949
2418,4592,61,-0.02,0.26086957,0.0168,0.9832
2419,4593,13,0.05,0.26086957,0.6545,0.3455
2420,4594,43,0.03,0.17391304,0.7454,0.2546
2421,4595,31,0.13,0.82608696,0.187,0.813
2422,4596,41,0.12,0.73913043,0.2068,0.7932
2423,4597,73,0.08,0.56521739,0.4431,0.5569
2424,4598,47,0.01,0.08695652,0.8623,0.1377
2425,4599,42,0.11,0.69565217,0.345,0.655
2426,4600,42,-0.07,0.47826087,0.7703,0.2297
2427,4601,66,-0.01,0.26086957,0.0163,0.9837
2428,4602,18,-0.04,0.26086957,0.0091,0.9909
2429,4603,43,0.09,0.56521739,0.0198,0.9802
2430,4613,20,0.08,0.47826087,0.0127,0.9873
2431,4614,64,0.01,0.2173913,0.0183,0.9817
2432,4615,56,-0.07,0.47826087,0.0036,0.9964
2433,4616,35,0.05,0.26086957,0.0163,0.9837
2434,4617,0,0.02,0.08695652,0.7688,0.2312
2435,4618,30,0.11,0.69565217,0.3313,0.6687
2436,4619,72,-0.03,0.30434783,0.9202,0.0798
2437,4620,27,0.03,0.13043478,0.7617,0.2383
2438,4621,46,0.09,0.56521739,0.3836,0.6164
2439,4622,41,-0.03,0.2173913,0.9187,0.0813
2440,4623,30,0.02,0.08695652,0.7978,0.2022
2441,4624,29,0.03,0.13043478,0.69,0.31
2442,4625,70,-0.02,0.30434783,0.0091,0.9909
2443,4626,38,0.08,0.47826087,0.0102,0.9898
2444,4627,22,0.06,0.34782609,0.0097,0.9903
2445,4637,0,0.06,0.34782609,0.0117,0.9883
2446,4638,54,0.07,0.43478261,0.0061,0.9939
2447,4639,4,-0.05,0.30434783,0.0158,0.9842
2448,4640,58,-0.09,0.60869565,0.0132,0.9868
2449,4641,66,-0.11,0.73913043,0.7261,0.2739
2450,4642,57,-0.03,0.2173913,0.9024,0.0976
2451,4643,45,0.12,0.73913043,0.2434,0.7566
2452,4644,39,0.1,0.60869565,0.3257,0.6743
2453,4645,31,-0.07,0.43478261,0.6611,0.3389
2454,4646,15,-0.05,0.30434783,0.7693,0.2307
2455,4647,43,-0.09,0.56521739,0.6687,0.3313
2456,4648,5,-0.05,0.30434783,0.7962,0.2038
2457,4649,73,-0.1,0.65217391,0.0142,0.9858
2458,4650,27,-0.07,0.43478261,0.003,0.997
2459,4651,56,-0.05,0.34782609,0.0061,0.9939
2460,4661,50,0.01,0.13043478,0.0193,0.9807
2461,4662,60,-0.05,0.34782609,0.0178,0.9822
2462,4663,82,0.02,0.47826087,0.0127,0.9873
2463,4664,48,-0.07,0.47826087,0.0086,0.9914
2464,4665,52,-0.05,0.34782609,0.8526,0.1474
2465,4666,26,0.04,0.2173913,0.7114,0.2886
2466,4667,60,0.09,0.60869565,0.4126,0.5874
2467,4668,0,-0.04,0.26086957,0.7815,0.2185
2468,4669,54,-0.08,0.52173913,0.6408,0.3592
2469,4670,38,0.13,0.82608696,0.1855,0.8145
2470,4671,21,0.05,0.26086957,0.6413,0.3587
2471,4672,90,-0.08,0.56521739,0.7739,0.2261
2472,4673,36,0.06,0.34782609,0.0152,0.9848
2473,4674,61,0.04,0.30434783,0.0158,0.9842
2474,4675,56,-0.03,0.2173913,0.0137,0.9863
2475,4686,50,0.08,0.47826087,0.0102,0.9898
2476,4687,78,-0.09,0.60869565,0.0102,0.9898
2477,4688,47,0,0.17391304,0.0097,0.9903
2478,4689,28,0,0.08695652,0.8557,0.1443
2479,4690,9,0.02,0.08695652,0.814,0.186
2480,4691,17,-0.06,0.39130435,0.7144,0.2856
2481,4692,53,0.1,0.65217391,0.3257,0.6743
2482,4693,41,-0.06,0.39130435,0.7607,0.2393
2483,4694,51,-0.01,0.13043478,0.9197,0.0803
2484,4695,23,-0.02,0.13043478,0.9024,0.0976
2485,4696,12,-0.1,0.65217391,0.7073,0.2927
2486,4697,38,-0.03,0.2173913,0.0056,0.9944
2487,4698,41,-0.03,0.2173913,0.0117,0.9883
2488,4699,8,-0.03,0.17391304,0.0168,0.9832
2489,4710,11,0.05,0.26086957,0.0127,0.9873
2490,4711,0,0.03,0.13043478,0.002,0.998
2491,4712,49,-0.08,0.52173913,0.0036,0.9964
2492,4713,12,-0.06,0.39130435,0.7927,0.2073
2493,4714,17,0.13,0.82608696,0.2271,0.7729
2494,4715,60,0.1,0.65217391,0.3562,0.6438
2495,4716,13,0.12,0.73913043,0.2266,0.7734
2496,4717,10,0.11,0.69565217,0.2846,0.7154
2497,4718,31,-0.08,0.52173913,0.6372,0.3628
2498,4719,5,0.01,0,0.8486,0.1514
2499,4720,25,-0.03,0.2173913,0.811,0.189
2500,4721,49,-0.04,0.26086957,0.0163,0.9837
2501,4722,77,-0.08,0.56521739,0.0173,0.9827
2502,4723,27,-0.05,0.30434783,0.0173,0.9827
2503,4734,47,0.03,0.17391304,0.0158,0.9842
2504,4735,13,0.04,0.2173913,0.0056,0.9944
2505,4736,51,0.05,0.26086957,0.0173,0.9827
2506,4737,35,0,0.13043478,0.872,0.128
2507,4738,60,-0.04,0.30434783,0.8958,0.1042
2508,4739,13,-0.07,0.43478261,0.6392,0.3608
2509,4740,23,0.01,0,0.8806,0.1194
2510,4741,61,0.12,0.7826087,0.2053,0.7947
2511,4742,63,-0.03,0.26086957,0.9182,0.0818
2512,4743,54,-0.08,0.52173913,0.7195,0.2805
2513,4744,54,0.01,0.17391304,0.7713,0.2287
2514,4745,16,-0.07,0.43478261,0.003,0.997
2515,4746,66,-0.04,0.34782609,0.0137,0.9863
2516,4747,53,0.02,0.2173913,0.0117,0.9883
2517,4758,55,0.02,0.2173913,0.0046,0.9954
2518,4759,81,-0.04,0.34782609,0.0107,0.9893
2519,4760,11,0.03,0.13043478,0.0158,0.9842
2520,4761,44,-0.08,0.52173913,0.7962,0.2038
2521,4762,43,-0.01,0.13043478,0.9223,0.0777
2522,4763,80,-0.07,0.47826087,0.7297,0.2703
2523,4764,0,0.12,0.73913043,0.2266,0.7734
2524,4765,63,-0.05,0.34782609,0.8191,0.1809
2525,4766,19,0.02,0.08695652,0.8059,0.1941
2526,4767,59,-0.07,0.47826087,0.7708,0.2292
2527,4768,28,0.05,0.26086957,0.6565,0.3435
2528,4769,24,-0.09,0.56521739,0.0005,0.9995
2529,4770,2,0.04,0.2173913,0.0173,0.9827
2530,4771,10,-0.03,0.17391304,0.002,0.998
2531,4782,66,0.02,0.30434783,0.0036,0.9964
2532,4783,54,0,0.2173913,0.0198,0.9802
2533,4784,31,-0.03,0.2173913,0.003,0.997
2534,4785,56,-0.11,0.73913043,0.6875,0.3125
2535,4786,29,-0.04,0.26086957,0.8847,0.1153
2536,4787,38,0.02,0.13043478,0.8074,0.1926
2537,4788,45,0.01,0.08695652,0.8806,0.1194
2538,4789,0,-0.06,0.39130435,0.6616,0.3384
2539,4790,62,-0.04,0.30434783,0.8974,0.1026
2540,4791,54,0,0.2173913,0.9024,0.0976
2541,4792,53,-0.08,0.52173913,0.8039,0.1961
2542,4793,17,0.07,0.39130435,0.0076,0.9924
2543,4794,39,0.03,0.13043478,0.0178,0.9822
2544,4795,17,0.07,0.39130435,0.0168,0.9832
2545,4806,57,-0.05,0.34782609,0.0051,0.9949
2546,4807,8,-0.06,0.39130435,0.0163,0.9837
2547,4808,7,0.05,0.26086957,0.0188,0.9812
2548,4809,38,-0.07,0.43478261,0.8186,0.1814
2549,4810,71,-0.03,0.30434783,0.9192,0.0808
2550,4811,30,0.03,0.13043478,0.7698,0.2302
2551,4812,28,0.08,0.47826087,0.4644,0.5356
2552,4813,42,0.01,0.04347826,0.8791,0.1209
2553,4814,54,0.01,0.17391304,0.8623,0.1377
2554,4815,34,0.05,0.26086957,0.6413,0.3587
2555,4816,8,-0.05,0.30434783,0.8191,0.1809
2556,4817,42,-0.05,0.34782609,0.0213,0.9787
2557,4818,42,0.07,0.39130435,0.0061,0.9939
2558,4819,57,-0.07,0.47826087,0.0046,0.9954
2559,4830,64,-0.02,0.26086957,0.0173,0.9827
2560,4831,47,-0.03,0.2173913,0.0168,0.9832
2561,4832,67,-0.08,0.52173913,0.0132,0.9868
2562,4833,64,-0.03,0.26086957,0.872,0.128
2563,4834,25,0.04,0.2173913,0.7073,0.2927
2564,4835,16,0.03,0.13043478,0.7698,0.2302
2565,4836,30,0.12,0.73913043,0.2266,0.7734
2566,4837,71,0.11,0.73913043,0.2846,0.7154
2567,4838,8,-0.02,0.13043478,0.9207,0.0793
2568,4839,43,-0.05,0.34782609,0.846,0.154
2569,4840,36,-0.09,0.56521739,0.7729,0.2271
2570,4841,15,-0.02,0.13043478,0,1
2571,4842,71,-0.05,0.34782609,0.0091,0.9909
2572,4843,33,0.01,0.04347826,0.0041,0.9959
2573,4854,74,0.04,0.34782609,0.0168,0.9832
2574,4855,55,0.04,0.30434783,0.0147,0.9853
2575,4856,65,0,0.30434783,0.0142,0.9858
2576,4857,60,0.03,0.26086957,0.7388,0.2612
2577,4858,45,0.02,0.13043478,0.814,0.186
2578,4859,47,0.02,0.13043478,0.8262,0.1738
2579,4860,74,0.08,0.56521739,0.4644,0.5356
2580,4861,40,-0.09,0.56521739,0.5625,0.4375
2581,4862,22,-0.06,0.39130435,0.7261,0.2739
2582,4863,65,-0.04,0.34782609,0.8963,0.1037
2583,4864,1,-0.02,0.13043478,0.8557,0.1443
2584,4865,38,-0.06,0.39130435,0.0173,0.9827
2585,4866,18,0.03,0.13043478,0.0015,0.9985
2586,4867,70,-0.02,0.30434783,0.0061,0.9939
2587,4878,62,0.06,0.43478261,0.0137,0.9863
2588,4879,80,0,0.47826087,0.0163,0.9837
2589,4880,32,0.07,0.39130435,0.0163,0.9837
2590,4881,16,0.05,0.26086957,0.6677,0.3323
2591,4882,48,0.02,0.13043478,0.814,0.186
2592,4883,21,-0.05,0.30434783,0.7851,0.2149
2593,4884,38,0.04,0.2173913,0.7022,0.2978
2594,4885,33,0.03,0.13043478,0.7602,0.2398
2595,4886,32,0,0.13043478,0.9395,0.0605
2596,4887,15,-0.04,0.26086957,0.8349,0.1651
2597,4888,25,-0.07,0.43478261,0.8155,0.1845
2598,4889,72,0.06,0.52173913,0.0158,0.9842
2599,4890,33,0.08,0.47826087,0.003,0.997
2600,4891,54,-0.05,0.34782609,0.0163,0.9837
2601,4902,77,0.01,0.34782609,0.0066,0.9934
2602,4903,3,-0.05,0.30434783,0.0137,0.9863
2603,4904,26,0.12,0.73913043,0.0071,0.9929
2604,4905,63,-0.08,0.52173913,0.7917,0.2083
2605,4906,15,-0.06,0.39130435,0.7266,0.2734
2606,4907,3,0.09,0.52173913,0.4192,0.5808
2607,4908,48,0.08,0.47826087,0.4644,0.5356
2608,4909,61,-0.06,0.39130435,0.7607,0.2393
2609,4910,0,-0.07,0.43478261,0.6113,0.3887
2610,4911,53,-0.02,0.17391304,0.9207,0.0793
2611,4912,38,-0.04,0.26086957,0.8557,0.1443
2612,4913,37,-0.06,0.39130435,0.0163,0.9837
2613,4914,42,0,0.17391304,0.0041,0.9959
2614,4915,63,0.01,0.2173913,0.0152,0.9848
2615,4926,7,0.03,0.13043478,0.0152,0.9848
2616,4927,34,0.05,0.26086957,0.0158,0.9842
2617,4928,38,0.06,0.34782609,0.0041,0.9959
2618,4929,8,-0.07,0.43478261,0.7119,0.2881
2619,4930,35,0.05,0.26086957,0.654,0.346
2620,4931,61,-0.04,0.30434783,0.8786,0.1214
2621,4932,74,0.1,0.65217391,0.3455,0.6545
2622,4933,34,-0.09,0.56521739,0.5427,0.4573
2623,4934,56,-0.03,0.2173913,0.936,0.064
2624,4935,59,-0.02,0.26086957,0.9207,0.0793
2625,4936,28,0.02,0.08695652,0.7729,0.2271
2626,4937,88,0,0.60869565,0.0051,0.9949
2627,4938,80,-0.06,0.52173913,0.0158,0.9842
2628,4939,25,0.09,0.56521739,0.0117,0.9883
2629,4950,0,-0.01,0.04347826,0.0203,0.9797
2630,4951,29,-0.09,0.56521739,0.0168,0.9832
2631,4952,46,-0.03,0.2173913,0.0152,0.9848
2632,4953,56,0.03,0.26086957,0.751,0.249
2633,4954,3,0.1,0.60869565,0.3872,0.6128
2634,4955,44,-0.05,0.34782609,0.8216,0.1784
2635,4956,6,0.05,0.26086957,0.6428,0.3572
2636,4957,28,-0.01,0.08695652,0.939,0.061
2637,4958,57,-0.01,0.17391304,0.9395,0.0605
2638,4959,84,-0.07,0.47826087,0.7637,0.2363
2639,4960,49,-0.11,0.69565217,0.6824,0.3176
2640,4961,79,-0.02,0.34782609,0.0208,0.9792
2641,4962,12,-0.07,0.43478261,0.0163,0.9837
2642,4963,29,-0.04,0.26086957,0.0142,0.9858
2643,4974,50,0.08,0.47826087,0.0168,0.9832
2644,4975,12,0.05,0.26086957,0.0122,0.9878
2645,4976,86,-0.06,0.56521739,0.7556,0.2444
2646,4977,25,-0.09,0.56521739,0.6662,0.3338
2647,4978,50,0.01,0.13043478,0.8674,0.1326
2648,4979,2,0.05,0.26086957,0.6509,0.3491
2649,4980,32,-0.02,0.13043478,0.94,0.06
2650,4981,77,-0.1,0.65217391,0.5224,0.4776
2651,4982,6,-0.09,0.56521739,0.4954,0.5046
2652,4983,47,0.12,0.73913043,0.2795,0.7205
2653,4984,49,-0.07,0.47826087,0.844,0.156
2654,4985,53,-0.03,0.2173913,0.0117,0.9883
2655,4986,46,-0.06,0.39130435,0.0168,0.9832
2656,4987,51,-0.04,0.26086957,0.0122,0.9878
2657,4998,36,0.08,0.47826087,0.0183,0.9817
2658,4999,16,-0.02,0.13043478,0.0086,0.9914
2659,5000,60,-0.02,0.26086957,0.7566,0.2434
2660,5001,72,-0.01,0.26086957,0.8887,0.1113
2661,5002,45,-0.01,0.13043478,0.9223,0.0777
2662,5003,49,-0.08,0.52173913,0.6474,0.3526
2663,5004,18,0.11,0.69565217,0.2861,0.7139
2664,5005,9,0.07,0.39130435,0.5224,0.4776
2665,5006,24,-0.04,0.26086957,0.842,0.158
2666,5007,37,-0.01,0.08695652,0.9212,0.0788
2667,5008,57,-0.07,0.47826087,0.8354,0.1646
2668,5009,76,-0.06,0.47826087,0.0122,0.9878
2669,5010,69,0.04,0.30434783,0.0147,0.9853
2670,5011,23,-0.06,0.39130435,0.002,0.998
2671,5022,50,0.04,0.26086957,0.0112,0.9888
2672,5023,14,-0.01,0.04347826,0.0173,0.9827
2673,5024,59,-0.04,0.26086957,0.7581,0.2419
2674,5025,53,0.03,0.2173913,0.7637,0.2363
2675,5026,17,0.06,0.34782609,0.6006,0.3994
2676,5027,32,-0.03,0.2173913,0.9004,0.0996
2677,5028,19,0,0.04347826,0.94,0.06
2678,5029,0,0.04,0.2173913,0.7007,0.2993
2679,5030,65,-0.1,0.65217391,0.53,0.47
2680,5031,7,-0.06,0.39130435,0.69,0.31
2681,5032,56,-0.07,0.47826087,0.8283,0.1717
2682,5033,54,0.05,0.34782609,0.0066,0.9934
2683,5034,48,-0.01,0.13043478,0.0107,0.9893
2684,5035,3,-0.05,0.30434783,0.0117,0.9883
2685,5046,30,0.07,0.39130435,0.0102,0.9898
2686,5047,56,-0.03,0.2173913,0.0091,0.9909
2687,5048,73,0.02,0.30434783,0.7591,0.2409
2688,5049,48,0,0.17391304,0.906,0.094
2689,5050,4,0.13,0.82608696,0.2449,0.7551
2690,5051,48,-0.01,0.13043478,0.9405,0.0595
2691,5052,58,-0.01,0.17391304,0.94,0.06
2692,5053,41,-0.07,0.47826087,0.6616,0.3384
2693,5054,0,-0.01,0.04347826,0.9395,0.0605
2694,5055,4,0.12,0.73913043,0.2795,0.7205
2695,5056,0,-0.01,0.04347826,0.8882,0.1118
2696,5057,41,0.05,0.26086957,0.003,0.997
2697,5058,0,0.08,0.47826087,0.0168,0.9832
2698,5059,9,-0.04,0.26086957,0.0132,0.9868
2699,5070,73,0.07,0.56521739,0.0168,0.9832
2700,5071,75,-0.01,0.39130435,0.0132,0.9868
2701,5072,83,-0.04,0.39130435,0.7622,0.2378
2702,5073,32,0.02,0.08695652,0.8095,0.1905
2703,5074,7,0.03,0.13043478,0.7785,0.2215
2704,5075,34,0.02,0.08695652,0.8247,0.1753
2705,5076,24,-0.02,0.13043478,0.94,0.06
2706,5077,23,0.1,0.60869565,0.344,0.656
2707,5078,12,0.04,0.2173913,0.7073,0.2927
2708,5079,34,-0.04,0.26086957,0.8664,0.1336
2709,5080,72,-0.03,0.30434783,0.872,0.128
2710,5081,35,-0.08,0.52173913,0.0122,0.9878
2711,5082,0,0.08,0.47826087,0.0056,0.9944
2712,5083,57,0.01,0.17391304,0.0188,0.9812
2713,5094,50,-0.05,0.34782609,0.0178,0.9822
2714,5095,13,-0.06,0.39130435,0.0173,0.9827
2715,5096,23,-0.06,0.39130435,0.7622,0.2378
2716,5097,45,-0.09,0.56521739,0.6972,0.3028
2717,5098,1,-0.12,0.7826087,0.3557,0.6443
2718,5099,10,0.14,0.86956522,0.1296,0.8704
2719,5100,52,-0.06,0.39130435,0.7419,0.2581
2720,5101,51,-0.05,0.34782609,0.8003,0.1997
2721,5102,56,-0.06,0.39130435,0.7622,0.2378
2722,5103,53,-0.07,0.47826087,0.721,0.279
2723,5104,41,0.05,0.26086957,0.6758,0.3242
2724,5105,66,-0.02,0.26086957,0.0112,0.9888
2725,5106,28,-0.06,0.39130435,0.0173,0.9827
2726,5107,54,0.07,0.43478261,0.0147,0.9853
